gpu, 1, 19, 24, 413, 2961, 1968, 904477
gpu, 1, 19, 20, 211, 2961, 1968, 460766
gpu, 1, 21, 19, 194, 2961, 1968, 446790
gpu, 1, 21, 23, 453, 2961, 1968, 813549
gpu, 1, 22, 21, 412, 2961, 1968, 754281
gpu, 1, 21, 26, 477, 2961, 1968, 853216
gpu, 1, 20, 24, 422, 2961, 1968, 774620
gpu, 1, 20, 23, 439, 2961, 1968, 762900
gpu, 1, 21, 22, 417, 2961, 1968, 750129
gpu, 1, 22, 22, 419, 2961, 1968, 764509
gpu, 1, 21, 23, 402, 2961, 1968, 744378
gpu, 1, 20, 21, 405, 2961, 1968, 707031
gpu, 1, 20, 21, 362, 2961, 1968, 568753
gpu, 1, 20, 21, 395, 2961, 1968, 634703
gpu, 1, 21, 21, 393, 2961, 1968, 729253
gpu, 1, 17, 23, 270, 2961, 1968, 570794
gpu, 1, 19, 22, 155, 2961, 1968, 398417
gpu, 1, 20, 27, 161, 2961, 1968, 466902
gpu, 1, 16, 26, 309, 2961, 1968, 608452
gpu, 1, 20, 21, 410, 2961, 1968, 736299
gpu, 1, 21, 23, 423, 2961, 1968, 780637
gpu, 1, 21, 23, 411, 2961, 1968, 686554
gpu, 1, 21, 21, 360, 2961, 1968, 685586
gpu, 1, 19, 21, 376, 2961, 1968, 673087
gpu, 1, 23, 23, 449, 2961, 1968, 815434
gpu, 1, 21, 21, 396, 2961, 1968, 729112
gpu, 1, 21, 21, 410, 2961, 1968, 665404
gpu, 1, 20, 21, 393, 2961, 1968, 699079
gpu, 1, 21, 20, 393, 2961, 1968, 686708
gpu, 1, 20, 21, 386, 2961, 1968, 684880
gpu, 1, 22, 24, 433, 2961, 1968, 790495
gpu, 1, 21, 22, 434, 2961, 1968, 761524
gpu, 1, 23, 23, 441, 2961, 1968, 821384
gpu, 1, 21, 21, 402, 2961, 1968, 718553
gpu, 1, 20, 22, 400, 2961, 1968, 683097
gpu, 1, 21, 21, 403, 2961, 1968, 731216
gpu, 1, 20, 20, 379, 2961, 1968, 673588
gpu, 1, 19, 23, 380, 2961, 1968, 694866
gpu, 1, 16, 24, 217, 2961, 1968, 496002
gpu, 1, 18, 24, 194, 2961, 1968, 448169
gpu, 1, 20, 22, 395, 2961, 1968, 742382
gpu, 1, 22, 22, 236, 2961, 1968, 526871
gpu, 1, 19, 19, 169, 2961, 1968, 402666
gpu, 1, 21, 22, 422, 2961, 1968, 764232
gpu, 1, 21, 23, 420, 2961, 1968, 743087
gpu, 1, 20, 20, 355, 2961, 1968, 661786
gpu, 1, 22, 20, 395, 2961, 1968, 736812
gpu, 1, 21, 22, 444, 2961, 1968, 776814
gpu, 1, 23, 21, 462, 2961, 1968, 817922
gpu, 1, 25, 20, 449, 2961, 1968, 809770
gpu, 1, 20, 20, 394, 2961, 1968, 700820
gpu, 1, 20, 21, 389, 2961, 1968, 709798
gpu, 1, 23, 15, 199, 2961, 1968, 454113
gpu, 1, 23, 17, 198, 2961, 1968, 460529
gpu, 1, 20, 23, 419, 2961, 1968, 751165
gpu, 1, 20, 22, 371, 2961, 1968, 700418
gpu, 1, 18, 22, 379, 2961, 1968, 679071
gpu, 1, 24, 22, 459, 2961, 1968, 822904
gpu, 1, 21, 22, 442, 2961, 1968, 767770
gpu, 1, 20, 20, 358, 2961, 1968, 660287
gpu, 1, 22, 22, 424, 2961, 1968, 784873
gpu, 1, 20, 19, 354, 2961, 1968, 661326
gpu, 1, 26, 22, 470, 2961, 1968, 876381
gpu, 1, 25, 23, 440, 2961, 1968, 817309
gpu, 1, 21, 20, 349, 2961, 1968, 679971
gpu, 1, 21, 23, 418, 2961, 1968, 774612
gpu, 1, 20, 19, 364, 2961, 1968, 653158
gpu, 1, 22, 21, 396, 2961, 1968, 744072
gpu, 1, 21, 24, 400, 2961, 1968, 760558
gpu, 1, 20, 25, 425, 2961, 1968, 765396
gpu, 1, 23, 24, 479, 2961, 1968, 839779
gpu, 1, 21, 24, 439, 2961, 1968, 803431
gpu, 1, 21, 25, 451, 2961, 1968, 790730
gpu, 1, 24, 24, 463, 2961, 1968, 859135
gpu, 1, 20, 21, 406, 2961, 1968, 713054
gpu, 1, 19, 23, 367, 2961, 1968, 684724
gpu, 1, 18, 21, 354, 2961, 1968, 636295
gpu, 1, 20, 24, 455, 2961, 1968, 808270
gpu, 1, 22, 16, 201, 2961, 1968, 466660
gpu, 1, 22, 18, 189, 2961, 1968, 438774
gpu, 1, 18, 22, 351, 2961, 1968, 640180
gpu, 1, 21, 21, 416, 2961, 1968, 740667
gpu, 1, 20, 20, 397, 2961, 1968, 702359
gpu, 1, 20, 21, 223, 2961, 1968, 504963
gpu, 1, 18, 19, 176, 2961, 1968, 375696
gpu, 1, 23, 20, 224, 2961, 1968, 513281
gpu, 1, 23, 21, 244, 2961, 1968, 501877
gpu, 1, 23, 21, 469, 2961, 1968, 744895
gpu, 1, 20, 24, 446, 2961, 1968, 751493
gpu, 1, 22, 21, 417, 2961, 1968, 769933
gpu, 1, 13, 21, 137, 2961, 1968, 360650
gpu, 1, 16, 21, 186, 2961, 1968, 427538
gpu, 1, 20, 23, 460, 2961, 1968, 716593
gpu, 1, 21, 20, 334, 2961, 1968, 615342
gpu, 1, 21, 21, 413, 2961, 1968, 728554
gpu, 1, 21, 23, 423, 2961, 1968, 751248
gpu, 1, 14, 22, 180, 2961, 1968, 431227
gpu, 1, 18, 21, 178, 2961, 1968, 417690
gpu, 1, 22, 21, 456, 2961, 1968, 793598
gpu, 1, 21, 25, 423, 2961, 1968, 795918
gpu, 1, 21, 21, 406, 2961, 1968, 728345
gpu, 1, 17, 24, 257, 2961, 1968, 526523
gpu, 1, 20, 25, 443, 2961, 1968, 771753
gpu, 1, 20, 19, 356, 2961, 1968, 647783
gpu, 1, 20, 21, 336, 2961, 1968, 656777
gpu, 1, 23, 19, 371, 2961, 1968, 704473
gpu, 1, 21, 20, 403, 2961, 1968, 709335
gpu, 1, 20, 24, 466, 2961, 1968, 817391
gpu, 1, 19, 23, 366, 2961, 1968, 670355
gpu, 1, 25, 21, 453, 2961, 1968, 790345
gpu, 1, 19, 20, 362, 2961, 1968, 656929
gpu, 1, 20, 20, 393, 2961, 1968, 689172
gpu, 1, 22, 21, 420, 2961, 1968, 767099
gpu, 1, 20, 22, 433, 2961, 1968, 751160
gpu, 1, 21, 17, 328, 2961, 1968, 617125
gpu, 1, 22, 21, 423, 2961, 1968, 767102
gpu, 1, 21, 15, 157, 2961, 1968, 398277
gpu, 1, 21, 13, 165, 2961, 1968, 390703
gpu, 1, 19, 31, 439, 2961, 1968, 805372
gpu, 1, 20, 22, 440, 2961, 1968, 690928
gpu, 1, 21, 27, 468, 2961, 1968, 849504
gpu, 1, 22, 20, 367, 2961, 1968, 677118
gpu, 1, 20, 22, 421, 2961, 1968, 742508
gpu, 1, 20, 25, 394, 2961, 1968, 735381
gpu, 1, 26, 20, 440, 2961, 1968, 785882
gpu, 1, 22, 20, 417, 2961, 1968, 766363
gpu, 1, 20, 16, 320, 2961, 1968, 536700
gpu, 1, 22, 19, 224, 2961, 1968, 509034
gpu, 1, 22, 21, 225, 2961, 1968, 470414
gpu, 1, 20, 22, 440, 2961, 1968, 691698
gpu, 1, 20, 27, 490, 2961, 1968, 852847
gpu, 1, 22, 20, 425, 2961, 1968, 736473
gpu, 1, 21, 22, 444, 2961, 1968, 768645
gpu, 1, 21, 21, 213, 2961, 1968, 469093
